key,category,chapter,severity,issues,question_text,correct_answer,solution_steps
qa-3480,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,A train passes a platform 90 m long in 30 seconds and a man standing on the platform in 15 seconds. The speed of the train is,D,"Let the length of the train be x metres and its speed be y m/sec. Then, x y = 15 | x = 15 y. Now, 90 30 x + = y | 15 y + 90 = 30 y | 15 y = 90 | y = 6. \ Speed = 6 m/sec = 186 km/hr5 × = 21.6 km/hr."
qa-3482,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,"A train travelling with a constant speed crosses a 96-metre long platform in 12 seconds and another 141-metre long platform in 15 seconds. The length of the train and its speed are (R.R.B., 2006)",A,Let the length of the train be x metres. \ 96 141 12 15 xx++ = | 15 ( x + 96) = 12 ( x + 141) | 3 x = 1692 – 1440 = 252 | x = 84 m. Speed of the train = 96 84 96m/sec = m/sec12 12 x ++ = 15 m/sec = 1815 km/hr = 54 km/hr.5 × 29. Speed of train relative to man = (42 – 6) kmph = 36 kmph = 536 m/sec = 10 m/sec.18 × \ Time taken to pass the man = 180 sec = 18 sec.10
qa-3483,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment; raw_backslash_separator,"A train with 90 km/hr crosses a bridge in 36 sec - onds. Another train 100 metres shorter crosses the same bridge at 45 km/hr. What is the time taken by the second train to cross the bridge? (M.A.T., 2006)",D,"Let the lengths of the train and the bridge be x metres and y metres respectively. Speed of the first train = 90 km/hr = 590 m/sec18 × = 25 m/sec. Speed of the second train = 45 km/hr = 5 2545 m/sec = m/sec.18 2 × Then, 36 xy+ = 25 | x + y = 900 ...(i) \ Required time = ++ ( – 100) ( ) – 100sec =25 25 22 x y xy × 2sec = 800 sec25 = 64 sec. 31. Speed of train relative to jogger = (45 – 9) km / hr = 36 km / hr = 536 m/sec 10 m/sec.18 ×= Distance to be covered = (240 + 120) m = 360 m. \ Time taken = 360 sec 36 sec.10 ="
qa-3484,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment; raw_backslash_separator,"A train 110 metres long is running with a speed of 60 kmph. In what time will it pass a man who is running at 6 kmph in the direction opposite to that in which the train is going? (M.A.T., 2002)",B,Speed of train relative to man = (60 + 6) km / hr = 66 km / hr = 5 5566 m/sec m/sec.18 3 ×= \ Time taken to pass the man = 3110 sec 6 sec.55 ×=
qa-3485,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,"Two trains 200 metres and 150 metres long are running on parallel rails in the same direction at speeds of 40 km/hr and 45 km/hr respectively. Time taken by the faster train to cross the slowed train will be (P.C.S., 2009)",D,Relative speed = (45 – 40) km/hr = 5 km/hr = 5 255 m/sec = m/sec.18 18 × Total distance covered = Sum of lengths of trains = (200 + 150) m = 350 m. \ Time taken = 18350 sec = 252 sec.25 ×
qa-3486,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,"Two trains A and B start running together from the same point in the same direction, at the speeds of 60 kmph and 72 kmph respectively. If the length of each of the trains is 240 metres, how long will it take for train B to cross train A?",D,Relative speed = (72 – 60) km/hr = 12 km/hr = 5 1012 m/sec = m/sec.18 3 × Total distance covered = Sum of lengths of trains = (240 + 240) m = 480 m. \ Time taken = 3480 sec10 × = 144 sec = 2 min 24 sec.
qa-3487,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment,"Two trains are moving in opposite directions @ 60 km / hr and 90 km / hr. Their lengths are 1.10 km and 0.9 km respectively. The time taken by the slower train to cross the faster train in seconds is (M.B.A., 2002)",C,Relative speed = (60 + 90) km/hr = 5 125150 m/sec m/sec.18 3 ×= Distance covered = (1.10 + 0.9) km = 2 km = 2000 m. Required time = 32000 sec 48 sec.125 ×=
qa-3488,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment,"Two trains of lengths 120 m and 90 m are running with speeds of 80 km/hr and 55 km/hr respectively towards each other on parallel lines. If they are 90 m apart, after how many seconds they will cross each other? (Hotel Management, 2010)",C,Relative speed = (80 + 55) km/hr = 135 km/hr = 5 75135 m/sec = m/sec.18 2 × Distance covered = (120 + 90 + 90) m = 300 m. Required time = 2300 sec 8 sec.75 ×=
qa-3489,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment; raw_backslash_separator,"Two trains are coming from opposite directions with speeds of 75 km/hr and 100 km/hr on two parallel tracks. At some moment the distance between them is 100 km. After T hours, distance between them is again 100 km. T is equal to (I.A.M., 2007)",B,Relative speed = (75 + 100) km/hr = 175 km/hr. Time taken to cover 175 km at relative speed = 1 hr. \ T = Time taken to cover 200 km = 1 81 200 hr hr 1 hr175 7 7 × ==
qa-3490,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment; raw_backslash_separator,"A train 125 m long passes a man, running at 5 kmph in the same direction in which the train is going, in 10 seconds. The speed of the train is:",B,"Speed of the train relative to man = 125 25m/sec m/sec10 2 = = 25 18 km/hr 45 km/hr.25 ×= Let the speed of the train be x kmph. Then, relative speed = (x – 5) kmph. \ x – 5 = 45 or x = 50 kmph."
qa-3491,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,"A train 400 m long overtook a man walking along the line in the same direction as the train, at the rate of 5 kmph and passed him in 40 seconds. The train reached the station in 20 minutes after passing the man. In what time did the man reach the station?",D,"Speed of the train relative to man = 400 m/sec = 10 m/sec40 = 1810 km/hr = 36 km/hr.5 × Let the speed of the train be x kmph. Then, relative speed = ( x – 5) kmph. \ x – 5 = 36 or x = 41 kmph. Distance covered by the station in 20 min = 20 4141 km = km.60 3 × Distance to be covered by the man to reach the station = 41 400 41 2 211km = km km.3 1000 3 5 15 + += \ Required time = 211 1 60 min15 5 ×× = 844 4min = 168 min55 = 2 hr 48 min 48 sec."
qa-3492,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,"A train, 240 m long, crosses a man walking along the line in opposite direction at the rate of 3 kmph in 10 seconds. The speed of the train is (S.S.C., 2010)",C,"Speed of the train relative to man = 240 m/sec10 = 24 m/sec = 18 43224 km/hr = km/hr.55 × Let the speed of the train be x kmph. Then, relative speed = (x + 3) kmph. \ x + 3 = 432 432 417 – 3 83.4 kmph.5 55 x | = = ="
qa-3493,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,"A train 75 m long overtook a person who was walking at the rate of 6 km/hr in the same direction and passed him in 17 2 seconds. Subsequently, it overtook a second person and passed him in 36 4 seconds. At what rate was the second person travelling? (M.A.T., 2008)",B,"Speed of the train relative to first man = 75 m/sec = 10 m/sec7.5 = 1810 km/hr = 36 km/hr.5 × Let the speed of the train be x km/hr. Then, relative speed = (x – 6) km/hr. \ x – 6 = 36 | x = 42 km/hr. Speed of the train relative to second man = 75 4m/sec = 75 m/sec3 276 4 × = 100 100 18m/sec = km9 95 × = 40 km/hr. Let the speed of the second man be y kmph. Then, rela - tive speed = (42 – y) kmph. \ 42 – y = 40 | y = 2 km/hr."
qa-3494,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,"If a train takes 1.75 sec to cross a telegraphic post and 1.5 sec to overtake a cyclist racing along a road parallel to the track @ 10 metres per second, then the length of the train is",A,"Let the length of the train be x metres and its speed be y m/sec. Then, 1.75x y = | x = 1.75 y. ...(i) Since the train takes less time to pass a moving object than a stationary object, it means that the cyclist is moving in a direction opposite to that of the train. \ 10 x y + = 1.5 | x = 1.5 y + 15 | 1.75 y = 1.5 y + 15 | 0.25 y = 15 | y = 15 60.0.25 = Length of the train = 1.75 y = (1.75 × 60) m = 105 m."
qa-3495,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment; raw_backslash_separator,"Two trains of equal length are running on parallel lines in the same direction at 46 km / hr and 36 km / hr. The faster train passes the slower train in 36 seconds. The length of each train is (M.A.T., 2003)",A,"Let the length of each train be x metres. Then, distance covered = 2 x metres. Relative speed = (46 – 36) km / hr = 5 2510 m/sec m/sec.18 9 ×= \ 2 25 36 9 x = | 2 x = 100 | x = 50."
qa-3496,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment,A 270 m long train running at the speed of 120 kmph crosses another train running in opposite direction at the speed of 80 kmph in 9 seconds. What is the length of the other train?,A,"Relative speed = (120 + 80) km / hr = 5 500200 m/sec m/sec.18 9 ×= Let the length of the other train be x metres. Then, 270 500 99 x + = | x + 270 = 500 | x = 230."
qa-3497,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,"Two trains are running in opposite directions with the same speed. If the length of each train is 120 metres and they cross each other in 12 seconds, then the speed of each train (in km / hr) is (S.S.C., 2003)",C,"Let the speed of each train be x m/sec. Then, relative speed of the two trains = 2 x m/sec. So, 2x = (120 120) 2 20 10.12 xx+ | = | = \ Speed of each train = 10 m/sec = 1810 km/hr = 36 km/hr.5 ×"
qa-3498,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment; concatenated_formula_numbers; raw_backslash_separator,"A 180-metre long train crosses another 270-metre long train running in the opposite direction in 10.8 seconds. If the speed of the first train is 60 kmph, what is the speed of the second train in kmph?",B,"Let the speed of the second train be x m/sec. Speed of the first train = 60 kmph = 5 5060 m/sec. = m/sec.18 3 × Relative speed of the two trains = 50 m/sec.3x + \ +++= | =180 270 3 5050 4500 3 10.8 3 108 xx | += ×= 45003 50 3 125 108x | 3 x = 75 | x = 25. Hence, speed of second train = 25 m/sec = 1825 kmph = 90 kmph.5 ×"
qa-3499,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,"Two trains of equal lengths take 10 seconds and 15 seconds respectively to cross a telegraph post. If the length of each train be 120 metres, in what time (in seconds) will they cross each other travelling in opposite direction? (S.S.C., 2004)",B,Speed of the first train = 120 m/sec = 12 m/sec.10 Speed of the second train = 120 m/sec 8 m/sec.15 = Relative speed = (12 + 8) m / sec = 20 m / sec. \ Required time = (120 120) sec 12 sec.20 + = 48. Let the speed of the second train be x km/hr. Relative speed = ( x + 50) km/hr = 250 55( 50) m/sec m/sec.18 18 xx + +× = Distance covered = (108 + 112) = 220 m. \ 220 250 5 18 x+ = 6 | 250 + 5 x = 660 | x = 82 km/hr.
qa-3500,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,"A train B speeding with 120 kmph crosses another train C running in the same direction, in 2 minutes. If the lengths of the trains B and C be 100 m and 200 m respectively, what is the speed (in kmph) of the train C? (L.I.C.A.A.O., 2007)",D,"Relative speed of the trains = 100 200 5m/sec = m/sec.2 60 2 + × Speed of train B = 120 kmph = 5 100120 m/sec = m/sec.18 3 × Let the speed of second train be x m/sec. Then, 100 5 5 100 215– m/sec.32 23 6xx = | = + = \ Speed of second train = 215 18 kmph = 129 mph.65 ×"
qa-3502,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment,Two trains travel in opposite directions at 36 kmph and 45 kmph and a man sitting in slower train passes the faster train in 8 seconds. The length of the faster train is :,D,Relative speed = (36 + 45) km/hr = 5 4581 m/sec m/sec.18 2 ×= Length of train = 45 8 m 180 m.2 ×=
qa-3503,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment; raw_backslash_separator,"A train overtakes two persons who are walking in the same direction in which the train is going, at the rate of 2 kmph and 4 kmph and passes them completely in 9 and 10 seconds respectively. The length of the train is :",B,"2 kmph = ×= 552 m/sec m/sec18 9 = 10and 4 kmph m/sec.9 Let the length of the train be x metres and its speed be y m/sec. Then, 9 and 10. 5 10 99 xx yy == −− \ 9 y – 5 = x and 10 (9 y – 10) | 9 y – x = 9 x = 5 and 90y – 9 x = 100. On solving, we get: x = 50. \ Length of the train is 50 m."
qa-3504,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment; raw_backslash_separator,A train overtakes two persons walking along a railway track. The first one walks at 4.5 km / hr. The other one walks at 5.4 km / hr. The train needs 8.4 and 8.5 seconds respectively to overtake them. What is the speed of the train if both the persons are walking in the same direction as the train?,D,"4.5 km/hr = 554.5 m/sec m/sec 1.25 m/sec, and18 4 × == 5.4 km/hr = 535.4 m/sec m/sec 1.5 m/sec.18 2 × == Let the speed of the train be x m/sec. Then, (x – 1.25) × 8.4 = ( x – 1.5) × 8.5 | 8.4 x – 10.5 = 8.5 x – 12.75 | 0.1 x = 2.25 | x = 22.5. \ Speed of the train = 1822.5 km/hr 81 km/hr.5 ×="
qa-3505,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment; raw_backslash_separator; dense_number_sequence,Two men are running in the same direction with speeds of 6 km per hour and 17 km2 per respec - tively. A train running in the same direction crosses them in 5 sec and 15 2 sec respectively. The length and the speed of the train are respectively.,D,"Let the length of the train be x metres and its speed by m/sec. Speed of first man = 6 km/hr = 556 m/sec = m/sec.18 3 × Speed of second man = 1 15 5 257 km/hr = m/sec = m/sec.2 2 18 12 × Then, 115 and5 25 2––3 12 xx yy == | x = 25 11 2755 – and = –3 2 24y xy | 25 11 2755– – 3 2 24yy = | 275 25 75 25 25–.2 24 3 24 8 4 y y= == | = \ x = 375 10025 25 125 25 2755. 4 3 4 3 12 12 −×== −= = Hence, length of train = 275 m 22.916 m.12 = Speed of train = × 25 25 18m/sec = km/hr4 45 45= km/hr2 = 22.5 km/hr."
qa-3506,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,"A train moving at 15 m/sec takes 20 seconds to pass a cyclist moving in the same direction as that of the train. How much time will the train need to pass the cyclist, if the cyclist moves in a direction opposite to that of the train and if the speed of the cyclist is 5 m/ sec and the length of the cycle is 1 m?",B,"Let the length of the train be x metres. Then, distance covered in passing the cyclist = ( x + 1) m. \ x + 1 = (15 – 5) × 20 = 200 | x = 199 m. So, required time = ( 1) 200sec = sec = 10 sec.15 5 20 x + +"
qa-3507,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,A man standing on a platform finds that a train takes 3 seconds to pass him and another train of the same length moving in the opposite direction takes 4 seconds. The time taken by the trains to pass each other will be,B,"Let the length of each train be x metres. Then, speed of first train = m/sec.3 x Speed of second train = m/sec.4 x \ Required time = 2sec = sec7 3 4 12 xx x xx x + + = 12 24 32 sec = sec = 3 sec.777 ×"
qa-3508,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment; raw_backslash_separator,"A train travelling at 48 kmph completely crosses another train having half its length and travelling in opposite direction at 42 kmph, in 12 seconds. It also passes a railway platform in 45 seconds. The length of the platform is",A,"Let the length of the first train be x metres. Then, the length of second train is metres.2 x Relative speed = (48 + 42) kmph = 590 m/sec 25 m/sec.18 ×= \ 32 12 or 300 or 200.25 2 xx x x + = == \ Length of first train = 200 m. Let the length of platform be y metres. Speed of the first train = 5 4048 m/sec m/sec.18 3 ×= \ 3(200 ) 40y+× = 45 | 600 + 3 y = 1800 | y = 400 m."
qa-3509,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,Two trains running in opposite directions cross a man standing on the platform in 27 seconds and 17 seconds respectively and they cross each other in 23 seconds. The ratio of their speeds is :,B,"Let the speed of the two trains be x m/sec and y m/sec respectively. Then, length of the first train = 27x metres, and length of the second train = 17 y metres. \ 27 17xy xy + + = 23 | 27 x + 17 y = 23 x + 23 y | 4 x = 6 y | 3 .2 x y ="
qa-3510,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment; raw_backslash_separator,"Two trains, 130 and 110 metres long, are going in the same direction. The faster train takes one minute to pass the other completely. If they are moving in opposite directions, they pass each other completely in 3 seconds. Find the speed of the faster train. (M.A.T., 2008)",B,"Let the speeds of the faster and slower trains be x m/sec and y m/sec respectively. Then, 240 60–xy = | x – y = 4 ...( i) And, 240 3xy =+ | x + y = 80 ...( ii) Adding (i) and ( ii), we get: 2 x = 84 or x = 42. Putting x = 42 in ( i), we get: y = 38. Hence, speed of faster train = 42 m/sec. 63. Let the length of each train be x metres and let the speed of each of them by y m/sec. Then, 2 120 1202 xx yy = | = ...( i) New length of train A = 16 4 m = m.12 3 xx \ Time taken by trains to cross each other = 4 77 73 sec 120 sec2 66 6 xx xx y yy + = =×= × = 140 sec. Hence, difference in times taken = (140 – 120) sec = 20 sec."
qa-3511,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,Two stations A and B are 110 km apart on a straight line. One train starts from A at 7 a.m. and travels towards B at 20 kmph. Another train starts from B at 8 a.m. and travels towards A at a speed of 25 kmph. At what time will they meet?,B,"Suppose they meet x hours after 7 a.m. Distance covered by A in x hours = 20 x km. Distance covered by B in ( x – 1) hours = 25 ( x – 1) km. \ 20 x + 25 ( x – 1) = 110 | 45 x = 135 | x = 3. So, they meet at 10 a.m."
qa-3512,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,A train X starts from Meerut at 4 p.m. and reaches Ghaziabad at 5 p.m. while another train Y starts from Ghaziabad at 4 p.m. and reaches Meerut at 5.30 p.m. The two trains will cross each other at,A,"Suppose, the distance between Meerut and Ghaziabad is x km. Time taken by X to cover x km = 1 hour. Time taken by Y to cover x km = 3 hours.2 \ Speed of X = x kmph, Speed of Y = 2 kmph.3 x Let them meet y hours after 4 p.m. Then, + = | += 22 1133 xyxy x y | = × = 33hours = 60 min 36 min.55y So, the two trains meet at 4.36 p.m."
qa-3513,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,"The Ghaziabad-Hapur-Meerut EMU and the Meerut- Hapur-Ghaziabad EMU start at the same time from Ghaziabad and Meerut and proceed towards each other at 16 km/hr and 21 km/hr respectively. When they meet, it is found that one train has travelled 60 km more than the other. The distance between two stations is (I.I.F.T., 2007)",B,"At the time of meeting, let the distance travelled by the first train be x km. Then, distance travelled by the second train is ( x + 60) km. \ 60 16 21 xx += | 21 x = 16 x + 960 | 5 x = 960 | x = 192. Hence, distance between two stations = (192 + 192 + 60) km = 444 km."
qa-3514,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment,"Two trains, one from Howrah to Patna and the other from Patna to Howrah, start simultaneously. After they meet, the trains reach their destinations after 9 hours and 16 hours respectively. The ratio of their speeds is :",B,"Let us name the trains as A and B. Then, (A's speed) : (B's speed) = : 16 : 9 4 : 3.ba =="
qa-3515,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment; raw_backslash_separator; dense_number_sequence,"Two trains start simultaneously (with uniform speeds) from two stations 270 km apart, each to the opposite station; they reach their destinations in 16 4 hours and 4 hours after they meet. The rate at which the slower train travels is",B,"Ratio of speeds = 1 25 54: 6 4: 2: 4:5 .4 42= == Let the speeds of the two trains be 4 x and 5 x km/hr respectively. Then, time taken by trains to meet each other = 270 270 30hr = hr hr.45 9xx x x = + Time taken by slower train to travel 270 km = 270 hr.4x \ 270 30 1 270 30 25 150 256–4 44 4 4 4xx xx x=+ | = | = | 100 x = 600 | x = 6. Hence, speed of slower train = 4 x = 24 km/hr."
qa-3516,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment; dense_number_sequence,"A train which is moving at an average speed of 40km/h reaches its destination on time. When its average speed reduces to 35 km/h, then it reaches its destination 15 minutes late. The distance travelled by the train, is [CLAT Exam, 2016]",A,Average speed of train = 40 km/h Reach at its destination at on time New average speed of train = 35 km/h Time = 15 minutes = 15 60 hours Then distance travelled = 40 35 15 40 35 60 × ×− = 40 35 15 705 60 × ×= km.
qa-3517,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment; raw_backslash_separator,"A train takes 9 sec to cross a pole: If the speed of the train is 48 kmph, then length of the train is [Indian Railway Group ‘D’ Exam, 2014]",B,Time taken by train to cross a pole = 9 sec. Distance covered in crossing a pole = length of train Speed of train = 48 km/h 48 5 m/sec18 ×= = 40 m/sec3 \ Length of train = speed × time = 40 93 × = 120 m
qa-3518,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment; raw_backslash_separator,"Two trains start at the same time form A and B and proceed toward each other at the speed of 75 km/hr and 50 km/hr respectively. when both meet at a point in between, one train was found to have travelled 175 km more than the other. Find the distance between A and B. [SSC—CHSL (10+2) Exam, 2015]",A,"Let the trains meet after t hours. Speed of train A = 75 km/hr Speed of train B = 50 km/hr Distance covered by train A = 75 × t = 75 t Distance covered by train B = 50 × t = 50 t Distance = Speed × Time According to the question, 75 t – 50 t = 175 | 25 t = 175 | 175 725t == hours \ Distance between A and B = 75t + 50 t = 125 t = 125 × 7 = 875 km."
qa-3519,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment,"A train passes two bridges of lengths 500 m and 250 m in 100 seconds and 60 seconds respectively. The length of the train is [SSC—CHSL (10+2) Exam, 2015]",B,Let the length of train x m Speed of train = ( )Length of train + length of bridge Time taken in crossing According to information we get | 500 250 100 60 xx++ = | 60 ( x + 500) = 100 ( x + 250) 3 ( x + 500) = 5 ( x + 250) | 5 1250 3 1500xx+ =+ | 5 3 1500 1250xx−= − | 2 250x = | 250 1252x == m
qa-3520,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment,"Train A passes a lamp post in 9 seconds and 700 meter long platform in 30 seconds. How much time will the same train take to cross a platform which is 800 meters long? (in seconds) [United India Insurance Co. Ltd. (UIICL) Assistant (Online) Exam, 2015]",C,"Let the length of train be x m. When a train crosses a light post in 9 second the distance covered = length of train | speed of train = 9 x Distance covered in crossing a 700 meter platform in 30 seconds = Length of platform + length of train speed of train = + 700 9 x 700 9 30 xx +== DistanceSpeed Time = | 700 3 10 xx += | 10 3 2100xx=+ | 10 3 2100xx−= | 7 2100x = | 2100 3007x == m When the length of the platform be 800 m, then time ‘T’ be taken by train to cross 800 m long platform 800 9T xx += | Tx = 9 x + 7200"
qa-3521,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,"Train A travelling at 63 kmph can cross a platform 199.5 m long in 21 seconds. How much time would train A take to completely cross (from the moment they meet) train B, 157m long and travelling at 54 kmph in opposite direction which train A is travelling? (in seconds) [IBPS—RRB Office Assistant (Online) Exam, 2015]",D,"Speed of train A = 63 kmph = 63 5 18 × m/sec. = 17.5 m/sec Speed of train B = 54 kmph = 54 5 18 × m/sec = 15 m/sec If the length of train A be x meter, then Speed of train A = Length of train + length of platform Time taken in crossing | 199.517.5 = 21 x + | 17.5 21 199.5x× =+ | 367.5 199.5x=+ | =−367.5 199.5x | 168 meters Relative speed = (Speed of train A + speed of train B) = (17.5 + 15) m/sec. = 32.5 m/sec. \ Required time = length of trains A + Length of train B Relative speed 168 157= 32.5 + seconds = 325 1032.5 = seconds. 1. A train running at a certain speed crosses a stationary engine in 20 seconds. To find out the speed of the train, which of the following information is necessary? ( a) Only the length of the train ( b) Only the length of the engine ( c) Either the length of the train or the length of the engine ( d) Both the length of the train and the length of the engine 2. A train running at a certain speed crosses another train running in the opposite direction in 4.8 seconds. To find out the speed of the first train, which of the following information P and Q is sufficient? P : The length of the first train Q : The length of the second train ( a) Only P is sufficient ( b) Only Q is sufficient ( c) Either P or Q is sufficient ( d) Both P and Q are needed ( e) Both P and Q are not sufficient Directions ( Questions 3–16 ) : Each of the questions given below consists of a statement and / or a question and two statements numbered I and II given below it. You have to decide whether the data provided in the statement(s) is /are sufficient to ..."
qa-3522,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,"A train running at a certain speed crosses a stationary engine in 20 seconds. To find out the speed of the train, which of the following information is necessary?",D,"Time taken by the train to cross a stationary engine = (Length of train Length of engine) (Speed of the train) + | (Length of train Length of engine) 20 (given)(Speed of the train) + = Hence, to find the speed of the train, the length of the train and the length of the engine both must be known. \ The correct answer is ( d)."
qa-3523,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment; raw_backslash_separator,"A train running at a certain speed crosses another train running in the opposite direction in 4.8 seconds. To find out the speed of the first train, which of the following information P and Q is sufficient? P : The length of the first train Q : The length of the second train",E,"Let two trains of lengths a and b metres be moving in opposite directions at u m / s and v m / s. Time taken by the trains to cross each other = () sec.() ab uv + + \ ab uv + + = 4.8. In order to find u, we must know a, b and v, i.e., length of first train, length of second train and the speed of the second train. Thus, P and Q are not sufficient. \ The correct answer is (e). 3. Let the length of the train be l metres. Time taken to cross a signal post = Length of the train Speed of the train Speed. lx | = ...(i) Time taken to cross the platform = ( 100) 100 Speed Speed ll y++ | = ...( ii) Thus, from ( i) and ( ii), we can find l. Also, II gives, speed = 5 20080 m/s m/s.18 9 ×= Thus, the data in I or II alone are sufficient to answer the question. \ The correct answer is ( c). 4. Speed of the first train = (sum of the lengths of the two trains) Time taken = (120 180) m/s 75 m/s.4 + = So, both the statements are necessary to get the answer. \ The correct answer is ( e). 5. Speed of the train = Length of the train Time taken to cross the post ==90 m/s 10 m/s.9 Thus, I alone gives the answer. Time taken to cross a platform = (Length of train Length of platform) Speed of the train + | Speed = ( 180) .27 l + But, l is not given. So, speed cannot be obtained. So, II alone does not give the answer. \ The correct answer is ( a). 6. Speed of the running train = Sum of the lengths of two trains Time taken to cross stationary train = (180 120) m/s = 5 m/s.60 + So, both the statements are necessary to get the answer. \ The correct answer is ( e). 7. Time taken by train to cross a ..."
qa-3524,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,"What is the speed of the train? (S.B.I.P.O., 2002) I. The train crosses a tree in 13 seconds. II. The train crosses a platform of length 250 metres in 27 seconds. III. The train crosses another train running in the same direction in 32 seconds.",A,"Let the speed of the train be x metres / sec. Time taken to cross a tree = Length of the train .Speed of the train Time taken to cross a platform = (Length of train + Length of platform) Speed of the train ...(ii) I gives, 13 = 1 13 .lxx | = II gives, 27 = ++ | =250 13 250 24lx xx | = 125 m/sec.7x Thus I and II give the speed of the train. \ The correct answer is ( a)."
qa-3525,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment; raw_backslash_separator,"What is the speed of the train? (M.B.A., 2002) I. The train crosses 300 metres long platform in 21 seconds. II. The train crosses another stationary train of equal length in 119 2 seconds. III. The train crosses a signal pole in 39 4 seconds.",B,"Let the speed of the train be x m / sec. Time taken to cross a platform = (Length of train Length of platform) Speed of the train + Time taken by the train to cross a stationary train = (Sum of the lengths of the trains) Speed of moving train Time taken to cross a signal pole = Length of train Speed of train I gives, 21 = ( 300) 39 2 39; gives, ; gives, .24 l ll x xx + ==II III Thus, (I and II) or (I and III) give x. \ Correct answer is ( b)."
qa-3526,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment; raw_backslash_separator,What is the speed of the train?,D,"Let the speed of the train be x m / sec. Time taken to cross a signal pole = Length of train .Speed of train Time taken to cross a platform = (Length of train Length of platform) Speed of the train + Length of train = 330 m. I and III give, 330 330 5518 m/s m/s.18 3xx= | = = II and III give, 2 330 660 5536 m/s m/s.36 3xx ×= | = = \ Correct answer is ( d)."
qa-3527,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,What is the length of the train X? I. Train X crosses a telegraph post in 20 seconds II. Train X crosses a platform of length 800 m in 100 seconds. III. Train X passes through a tunnel 400 m long in 60 seconds.,E,Time taken to cross a pole = | =Length of train 20Its speed speed l | =speed 20 l ...( i) Time taken to cross a platform = ( 800) speed l + | 100 = ( 800) ( 800)speedspeed 100 ll++ | = ...( ii) Time taken to pass through a tunnel = ( 400) 60 l + | 60 = ( 400) ( 400)speedspeed 60 ll++ | = ...(iii) Equating any two out of three will give us l. \ Correct answer is ( e).
qa-3528,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,What is the speed of the train? I. The train passes a man walking at the rate of 3 kmph in 9 seconds. II. The train passes a man walking at the rate of 6 kmph in 10 seconds. I II. The train is moving in the same direction in which the two men are moving.,D,"Let the speed of the train be x m / sec. III gives that the men are moving in the same direction. I gives, time taken to pass a man = 6 sec.5 653 18 ll xx = − −× \ 6 965 l x =− | 54 x – 6 l = 45 | 18 x – 2 l = 15 ...(i) II gives, time taken to pass another man = 3sec sec.5 (3 5)6 18 ll xx = − −× \ 3 10 30 3 50(3 5) l xlx = | −=− ...( ii) On solving ( i) and ( ii), we get : 55 m/sec.6x = Thus, all I, II, III are needed to get the answer. \ ( d) is correct."
